Qubit_ID,Readout_Error,Category,Normalized_Error,Percentile
0,0.005249023,Category_C,0.6468659038583847,50.0
1,0.003662109,Category_B,0.4513017847917461,24.358974358974358
2,0.020385742,Category_E,2.512246836154811,98.07692307692307
3,0.003173828,Category_B,0.39112823813327724,14.743589743589745
4,0.004638672,Category_B,0.5716490013441703,43.58974358974359
5,0.002807617,Category_A,0.345998047330554,5.769230769230769
6,0.003417969,Category_B,0.42121507308025496,19.230769230769234
7,0.009155273,Category_C,1.1282545235971084,86.53846153846155
8,0.006835938,Category_C,0.8424301461605099,69.87179487179486
9,0.006225586,Category_C,0.7672131204108089,63.46153846153846
10,0.011108398,Category_D,1.3689488334664703,90.38461538461539
11,0.002319336,Category_A,0.28582450067208515,3.8461538461538463
12,0.002563477,Category_A,0.3159113356190629,4.487179487179487
13,0.006469727,Category_C,0.7972999553577866,67.94871794871796
14,0.001953125,Category_A,0.24069430986936188,0.0
15,0.00390625,Category_B,0.48138861973872377,33.33333333333333
16,0.003295898,Category_B,0.40617159398902275,17.94871794871795
17,0.006347656,Category_C,0.7822564762665545,65.38461538461539
18,0.00378418,Category_B,0.46634526388297826,29.48717948717949
19,0.001953125,Category_A,0.24069430986936188,0.0
20,0.004516602,Category_B,0.5566056454884247,41.66666666666667
21,0.017089844,Category_D,2.1060752421657885,96.7948717948718
22,0.001953125,Category_A,0.24069430986936188,0.0
23,0.002929688,Category_A,0.3610415264217862,8.974358974358974
24,0.011230469,Category_D,1.3839923125577025,91.02564102564102
25,0.00390625,Category_B,0.48138861973872377,33.33333333333333
26,0.003662109,Category_B,0.4513017847917461,24.358974358974358
27,0.00390625,Category_B,0.48138861973872377,33.33333333333333
28,0.014160156,Category_D,1.7450337157440021,93.58974358974359
29,0.00390625,Category_B,0.48138861973872377,33.33333333333333
30,0.008056641,Category_C,0.9928640744244253,80.12820512820514
31,0.006225586,Category_C,0.7672131204108089,63.46153846153846
32,0.002075195,Category_A,0.2557376657251075,1.9230769230769231
33,0.004394531,Category_B,0.5415621663971926,40.38461538461539
34,0.002807617,Category_A,0.345998047330554,5.769230769230769
35,0.002807617,Category_A,0.345998047330554,5.769230769230769
36,0.003662109,Category_B,0.4513017847917461,24.358974358974358
37,0.002929688,Category_A,0.3610415264217862,8.974358974358974
38,0.003173828,Category_B,0.39112823813327724,14.743589743589745
39,0.008422852,Category_C,1.0379942652271485,83.33333333333334
40,0.002807617,Category_A,0.345998047330554,5.769230769230769
41,0.006835938,Category_C,0.8424301461605099,69.87179487179486
42,0.006103516,Category_C,0.7521697645550633,60.89743589743589
43,0.003051758,Category_B,0.3760848822775317,12.179487179487179
44,0.003051758,Category_B,0.3760848822775317,12.179487179487179
45,0.004638672,Category_B,0.5716490013441703,43.58974358974359
46,0.015625,Category_D,1.925554478954895,94.23076923076923
47,0.003173828,Category_B,0.39112823813327724,14.743589743589745
48,0.002197266,Category_A,0.2707811448163396,2.564102564102564
49,0.005859375,Category_C,0.7220829296080857,58.97435897435898
